Unnamed: 0,id,permit_,permit_type,application_start_date,issue_date,street_number,street_name,work_type,work_description,subtotal_waived,total_fee,census_tract,ward,xcoordinate,ycoordinate,issue_year,issue_month,issue_day,is_solar,is_flood,is_green
670817,3198994,B100931330,PERMIT – EXPRESS PERMIT PROGRAM,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,4655.0,DEARBORN ST,Electrical Work,TMOBILE CH82052A  R&R 6 ANTENNAS REMOVE EX RADIOS AND INSTALL NEW ADD NEW DELTA DC POWERPLANT ADD NEW DELTA BATTERY CAB,0.0,300.0,381600.0,3.0,1176803.931447029,1874019.849444984,2021,07,16,0,0,1
670818,3198996,B100931332,PERMIT – EXPRESS PERMIT PROGRAM,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,6940.0,MERRILL AVE,Electrical Work,TMOBILE CH82041A R&R 6 ANTENNAS REMOVE EXISTING RADIOS AND INSTALL NEW INSTALL NEW DELTA DC POWERPLANT INSTALL NEW DELTA BATTERY BACK UP CAB INSTALL NEW 120V WORK LIGHT,0.0,300.0,430100.0,5.0,1191708.826269845,1859191.4643144528,2021,07,16,0,0,1
671981,3200826,B100932734,PERMIT – EXPRESS PERMIT PROGRAM,2021-07-26T00:00:00.000,2021-07-26T00:00:00.000,400.0,FRANKLIN ST,Electrical Work,SECURITY SYSTEM WORK CUSO210723A 47205 CENTRIO PLANT 2 VIDEO SURV UPGR,0.0,75.0,320500.0,34.0,1174344.2322246034,1898464.2888945872,2021,07,26,0,0,1
672333,3201408,100933173,PERMIT - NEW CONSTRUCTION,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,5211.0,CLARK ST,,REPLACE P1 ANTENNAS WITH NEW NNH4-65A-R6H4 12 PORT ANTENNA.REPLACE P2 ANTENNAS WITH NEW AIR6449 N77 5G ANTENNA.REPLACE ALL DC6 SURGE PROTECTION WITH NEW DC9-48-60-24-PC16-EV.REPLACE EXISTING POWER PLANT WITH NEW VERTIV 512 WITH 10 RECTIFIERS.RELOCATE RRUW B5 FROM P3 TO P1.RELOCATE RRUS-32 B66A FROM P2 TO P1.REMOVE (2) CM1007-DBPXBC-003 TMAS.REMOVE (2) GSM CABINETS.REMOVE (1) UMTS CABINET.INSTALL (2) NEW DC12 OD.,0.0,825.0,30800.0,48.0,1165091.1378545414,1934756.017191993,2021,07,29,0,0,1
673319,3203035,100934374,PERMIT - NEW CONSTRUCTION,2021-09-13T00:00:00.000,2021-09-13T00:00:00.000,4608.0,BELMONT AVE,,"""|| REMOVE P1 AND P2 ANTENNASRELOCATE UMTS 850 RRU FROM P1 TO P4 AND COMBINE WITH FNET USING TWIN DIPLEXERCBC78T-DS-43.RELOCATE P3 NNH4-65B-R6 ANTENNA TO P1 AND RECONNECT WCS TO ITREPLUMB PCS FROM P2 TO THE RELOCATED ANTENNA IN P1INSTALL 4449 B5/B12 IN P1REMOVE 700 B12 RRUS11 AND 850 B5 4478REPLUMB THE 4 JUMPERS FROM THE 8843 RADIO THAT WERE CONNECTED TO P3 SO THATTHEY ARE ON P4.INSTALL C-BAND AIR6449 AAS WITH 2 FIBER AND 1 POWER IN MIDDLE OF SECTOR FACE WITH 3'SPACING ON EITHER SIDENO NEW SQUIDS OR TRUNKSINSTALL (2) NEW OUTDOOR DC 12 BOXES ON THE H-FRAME/ ICE BRIDGE WITH THE EXISTINGOUTDOR DC12PULL (8) EXISTING POWER TRUNKS OUT OF THE POWER PLANT AND RETERMINATE THEM TOTHE NEW DC12'SREPLACE EXISTING ARGUS TE41 POWER PLANT WITH NEW EMERSON 512REPLACE BATTERY CABINET BUT REUSE EXISTING BATTERIESINSTALL BREAKERS FOR NEW RADIOS AND AIR ANTENNAS. NO UPCONVERTERS ARE NEEDEDDUE TO TRUNK BEING UNDER 150'",0.0,825.0,151002.0,30.0,1144945.502930937,1920912.7847870197,2021,09,13,0,0,1
673472,3203264,100934560,PERMIT - NEW CONSTRUCTION,2021-08-18T00:00:00.000,2021-08-18T00:00:00.000,4814.0,DAMEN AVE,,"REPLACE POS1 ANTENNA WITH NNH4-65B-R6H4 ANTENNA, RECONNECT WCS, REPLACE700 RRUS11 AT POS1 WITH RRUS 4478 B12 FOR 700 MOBILITY ON POS1, RELOCATEUMTS 850 FROM POS4 TO POS1, RELOCATE AWS 850 FROM POS4 TO POS1, DIPLEX 700UMTS 850 USING TWIN DIPLEXER CBC78T-DS-43 ON POS1, INSTALL C-BAND AIR6449 AASWITH 2 FIBER AND 1 POWER ON POS2, CONNECT 850 4478 JUMPERS TO POS3-POS4 FOR4T4R.EXISTING:(3) DC6-48-60-18-8C, (3) DC2-48-60-0-9E, (9) #8 DC TRUNKS (REUSE ON DC9 IF POSSIBLE)(3) 18 PAIR FIBER TRUNKS, USE EXISTING RAYCAP AND TRUNKSGROUND SCOPE OF WORK:EXISTING ARGUS PP TE41 - REPLACE WITH VERTIV 512 WITH 10 R - REUSE THREESTRINGS OF BATTERIES, BATTERY CABINET - REMOVE CABINET AND ANY EXTRABATTERIES, (2) EXISTING LOWER DC12-48-60-RM IN THE TE41 DCPP - REMOVE, INSTALL(2) DC12-48-60-0-25E, NO UPCONVERTERS NEEDED PER POWER CALCULATOR, NOGENERATOR, REPLACE SFPS TOP AND BOTTOM FOR AWS, IF A CRANE IS REQUIREDFOR THE NEW DC POWER PLANT PLEASE ALSO REMOVE INACTIVE GSM AND/OR UMTSMACRO CABINET",0.0,825.0,40402.0,47.0,1162098.088741128,1932059.514250476,2021,08,18,0,0,1
673655,3203577,100934778,PERMIT - NEW CONSTRUCTION,2021-09-14T00:00:00.000,2021-09-14T00:00:00.000,2230.0,MCLEAN AVE,,"REPLACE (3) NNH4-65B-R6 ANTENNAS W/ (3) AIR6449 N77D ANTENNAS ON POS. 2.REMOVE (3) QS66512-3 ANTENNAS ON POS.1INSTALL (3) CBC78T-DS-43 DIPLEXER ON POS. 4.(1) EXISTING ALPHA TE41 - REPLACE WITH VERTIV 512 WITH 10 R, REUSE THREE STRINGS OFBATTERIES(1) EXISTING BATTERY CABINET - REMOVE CABINET AND TWO STRINGS OF BATTERIES(1) (3) DC6 MOUNTED IN TE41 - REMOVE AND REPLACE WITH OD DC12S(1) DC12 ON AN H-FRAMENO DC UPCONVERTERS WILL BE REQUIRED DUE TO THE DC CABLE LENGTHSNO GENERATORIF A CRANE IS REQUIRED FOR THE NEW DC POWER PLANT PLEASE ALSO REMOVE INACTIVEGSM AND/OR UMTS MACRO CABINETS",0.0,825.0,221600.0,32.0,1161026.7526141093,1913565.7188151728,2021,09,14,0,0,1
675816,3207851,100937377,PERMIT - EASY PERMIT PROCESS,2021-08-27T00:00:00.000,2021-08-27T00:00:00.000,815.0,PERSHING RD,,"INSTALL TWO 65 TON, AIR COOLED, REMOTE, R410A, CARRIER SCROLL CHILLERS, LOCATED ON THE ROOF, AND SERVING THE PLANT.",0.0,1200.0,842600.0,11.0,1171441.3578417564,1878963.654496221,2021,08,27,0,0,1
676469,3208936,100938157,PERMIT - NEW CONSTRUCTION,2021-09-17T00:00:00.000,2021-09-17T00:00:00.000,1840.0,OHIO ST,,"ADDING NEW ANTENNA C-BAND AIR 6449 AAS ON POS2 ALL SECTORS WITH (2)FIBER AND (1) POWER, POS4 REPLACE ANTENNA WITH NNH4-65A, RECABLE FNET4T4R, INSTALL CBC78T-DS-43 TO COMBINE UMTS-850 AND FNETEXISTING:(1) DC6-48-60-18-8C, (1) 8AWG POWER TRUNK, (1) 18 PAIR FIBER TRUNKADD:(1) 6AWG POWER TRUNKGROUND SCOPE OF WORK:EXISTING PP: TE45, BATTERY CABINET WITH TWO STRINGS OF M12V155FT - THREESTRINGS IN DC POWER PLANT, NO ON-SITE GENERATOR, NO UP CONVERTERSREQUIRED, PROVIDE BREAKERS.6 TOTAL ANTENNAS.",0.0,825.0,243100.0,1.0,1163847.4730097142,1904082.6195097151,2021,09,17,0,0,1
676973,3209806,100938786,PERMIT - NEW CONSTRUCTION,2021-09-14T00:00:00.000,2021-09-14T00:00:00.000,333.0,BENTON PL,,"POS1 REPLACE ANTENNAS WITH NNH4-65A, POS1 INSTALL 700 LTE 4478 RADIO, CONNECT WCS, AWS,RELOCATE 850 LTE TO P3/P4 4T4R, POS1 CONNECT UMTS, INSTALL (1) CBC78T-DS-43 TO COMBINE LTE 700AND UMTS 850, POS2 MOVE AWS TO POS1, REMOVE 700 RRUS-11 AND ISCO FILTER AND REPLACE ANTENNAWITH NEW ANTENNA C-BAND AIR 6449 AAS ALL SECTORS WITH (2) FIBER AND (1) POWER, POS3/POS4 MOVEEXISTING 850 5G NR RADIO TO POS3 AND CONNECTS THE PORTS TO POS3 AND POS4 ANTENNAS, REPLACEFC12 WITH DC9 NEMA BOX, REPLACE 12 PAIR FIBER WITH 24 PAIR AND ADD (1) #6 POWER TRUNKEXISTING:(4) FC12-PC6-10E, (12) DC2-48-60-0-9E, (8) #8AWG POWER TRUNK, (1) 12 PAIR FIBER TRUNK, (1) 18 PAIR FIBERTRUNKREMOVE:(1) FC12-PC6-10E, (1) 12 PAIR FIBER TRUNKADD:(3) DC9-48-60-24-PC16-EV, (1) 4AWG DC TRUNK FOR AIR, (2) 6AWG DC TRUNK FOR 4478 B12 AND SPARE, (1) 24PAIR FIBER TRUNKGROUND SCOPE OF WORK:EXISTING DC POWER PLANT IS ARGUS TE41 - REPLACE WITH VERTIV 512, REUSE THREE STRINGS OFBATTERIES, BATTERY CABINET REMOVE AND LEAVE THREE",0.0,825.0,320100.0,42.0,1178767.10193515,1901635.6899128417,2021,09,14,0,0,1
676974,3209807,100938787,PERMIT - NEW CONSTRUCTION,2021-09-15T00:00:00.000,2021-09-15T00:00:00.000,740.0,CANAL ST,,"REMOVE PO1 ANTENNA. ADDING NEW ANTENNA C-BAND AIR 6449 AAS ON P02 ALL SECTORSWITH 2 FIBER AND 1 POWER. P1 MOVE EXISTING NNH4 ANTENNA FROM P2 TO P1 AND PCSRRU 4415. REMOVE 4478 B5 RRU AND RRU11 B12 AND ISCO FILTERS. IMPLEMENT IPFILTERING. MOVE UMTS TO PO4. P1 INSTALL 4449 RADIO, CONNECT EXISTING WCS AND PCSRRU TO NEW ANTENNA. P4 INSTALL 1X CBC78T-DS-43 TO COMBINE UMTS-850 AND FNET.SWAP EXISTING FC12 TO DC9-48-60-24-PC16-EV (NEMA BOX) AND KEEP DC6 POWER ONLY.SELF RET. REMOVE (3) FC12-PC6-10E. REMOVE (9) DC2-48-60-0-9E. REMOVE (6) 8AWG DCTRUNKS. REMOVE (3) 12 PAIR FIBER TRUNKS. ADD (3) DC9-48-60-24-PC16-EV. ADD (9) 6AWGDC TRUNKS. ADD (3) 24 PAIR FIBER TRUNKS. EXISTING DC POWER PLANT IS AN ALPHA TE41- REPLACE WITH VERTIV 512 WITH 10R - REUSE BATTERIES, INDOOR RAYCAPS IN DCPOWER PLANT CABINET - REMOVE. ADD (2) DC12-48-60-0-25E. NO DC UPCONVERTERS WILLBE REQUIRED DUE TO THE DC CABLE LENGTHS. IF A CRANE IS REQUIRED FOR THE NEW DCPOWER PLANT PLEASE ALSO REMOVE INACTIVE GSM AND/OR U",0.0,825.0,841900.0,25.0,1173216.4918110163,1896847.2073889703,2021,09,15,0,0,1
677460,3210667,100939361,PERMIT - NEW CONSTRUCTION,2021-09-20T00:00:00.000,2021-09-28T00:00:00.000,227.0,WALTON PL,,"INSTALL (1) NEW ANTENNA C-BAND AIR 6449 AAS ON P04 ALL SECTORS WITH 2FIBER AND 1 POWER, RENAME TWIN QUINTELS AT P3/P4 TO P2/P3 EXISTING:(9) DC2-48-60-0-9E, (3) 208 DC CABLES, LONG FIBERS REMOVE:(9) DC2-48-60-0-9E, (3) 208 DC CABLES, LONG FIBERS ADD:(9) DC9-48-60-24-PC16-EV, (9) 6AWG DC TRUNKS, (3) 24 PAIR FIBER TRUNKS GROUND SCOPE OF WORK:EXISTING ARGUS/ALPHA TE41 PP - REPLACE WITH VERTIV 512 WITH 10R, REUSE (2) EXISTING STRINGS OF M12V155FT, EXISTING DC12-48-60-RM IN DC POWER PLANT - REPLACE WITH OUTDOOR DC12 IF DCPP , USE (2) EXISTING LOWER DC12, NO UP CONVERTERS NEEDED PER POWER CALCS, NO GENERATOR, SWAP SFPS TOP AND BOTTOM FOR AWS, IF A CRANE IS REQUIRED FOR THE NEW DC POWER PLANTPLEASE ALSO REMOVE EXISTING GSM CABINET",0.0,825.0,81300.0,2.0,1178219.8948399115,1906938.3817514144,2021,09,28,0,0,1
677462,3210669,100939363,PERMIT - NEW CONSTRUCTION,2021-09-21T00:00:00.000,2021-10-05T00:00:00.000,1348.0,MILWAUKEE AVE,,"ALPHA AND BETA SECTORS: REPLACE EXISTING SBNHH ANTENNA WITH (1) NNH4-65BANT  NNA IN P1. MOVE 4478 B5 RRU FROM P1 TO P3/P4. RELOCATE RRU-32 B66 FROM P2 TO P1 AND REMOVE 700 RRU. REPLACE EXISTING SBNHH ANTENNA WITH (1) AIR6449 N77 2X FIBER 1X POWER IN P2. INSTALL 4478 B12 FOR 700 IN P1. MOVE UMTS FROM P2 AND DIPLEX 700   UMTS 850 USING TWIN DIPLEXER CBC78T-DS-43 IN P1GAMMA SECTOR: REPLACE EXISTING SBNHH ANTENNA WITH (1) AIR6449 N77 2X FIBER 1X POWER IN G1. RELOCATE WCS RRU 32 FROM G1 TO G4. REMOVE EXISTING 4478 B5 RRU IN G1.INSTALL TWO 4449 B5/B12 IN G2 AND G3. REMOVE AWS AND PCS RRUS FROM G4 ADD DC9-48-60-24-PC16-EV. ADD (1) #6 POWER TRUNK. ADD (1) 24 PAIR FIBER TRUNK EXISTING TE41 PP - REPLACE WITH VERTIV 512 WITH 10R, REUSE THREE STRINGS OFM12V155FT BATTERIES. BATTERY CABINET WITH FIVE STRINGS OF M12V155FT BATTERIES, TWO STRINGS IN THE TE41 CABINET - REMOVE CABINET AND FOUR STRINGS OF BATTERIES, MOVE ONE STRING TO NEW DC POWER PLANT CABINET. PROVIDE BREAKERS. REPLACE SFPST",0.0,825.0,241400.0,1.0,1164487.0538372467,1909118.116145006,2021,10,05,0,0,1
677803,3211282,100939774,PERMIT - NEW CONSTRUCTION,2021-09-17T00:00:00.000,2021-09-17T00:00:00.000,1445.0,PULASKI RD,,"REPLACE P0S1 ANTENNAS WITH NNH4, CONNECT WCS AND AWS FROM POS4,REPLACE 700 RRU WITH RRUS 4478 FOR 700 MOBILITY ON POS1, REMOVE (1) UMTS850 RRUW FROM POS3 , RELOCATE THE OTHER (1) UMTS 850 FROM POS3 TO POS1,DIPLEXER 700 MOBILITY UMTS 850 USING NEW TWIN DIPLEXER CBC78T-DS-43,REMOVE HEX ANTENNA AND MOVE 850 NR FROM POS2 TO POS4 AND CONNECT 8504478 JUMPERS TO P3-P4 FOR 4T4R, INSTALL C-BAND AIR6449 AAS WITH (2) FIBERAND (1) POWER ON POS2, REMOVE ANY EXTRA UNUSED UMTS RRUWSEXISTING:(3) DC6-48-60-18-8C, (2) DC6-48-60-0-8C, (10) 8AWG DC POWER TRUNKS, (1) 18 PAIRFIBER TRUNK, (1) UNKNOWN FIBER TRUNKADD:(1) 18 PAIR FIBER TRUNKGROUND SCOPE OF WORK:EXISTING DC POWER PLANT IS A LINEAGE INFINITY M WITH SBS17F BATTERIES, ADD(2) RECTIFIERS, (2) DC12-48-60-RM, (2) DC6-48-60-RM, NO DC UPCONVERTERS WILLBE REQUIRED DUE TO THE DC CABLE LENGTHS, PROVIDE BREAKERS6 TOTAL ANTENNAS",0.0,825.0,230700.0,26.0,1149488.567068959,1909446.9026198576,2021,09,17,0,0,1
677805,3211286,100939777,PERMIT - NEW CONSTRUCTION,2021-09-22T00:00:00.000,2021-09-22T00:00:00.000,6160.0,CICERO AVE,,"REMOVE AND REPLACE EXISTING ; MOVE WCS RRUS32 FROM POS2 TO POS1, REPLACE HEX AT POS2 WITH AIR6449 N77  ; EXISTING: (6) 8AWG DC TRUNKS, (2) DC6-48-60-18-8C-EV (LOCATED AT GAMMA AT THE PLATFORM) , (1) DC6-48-60-0-8C-EV (LOCATED AT GAMMA AT THE PLATFORM), (9) DC2-48-60-0-9E (3 PER SECTOR), (1) 12 PAIR FIBER TRUNK, (1) 18 PAIR FIBER TRUNK  ; REMOVE: (6) 8AWG DC TRUNKS, (2) DC6-48-60-18-8C-EV (LOCATED AT GAMMA AT THE PLATFORM), (1) DC6-48-60-0-8C-EV (LOCATED AT GAMMA AT THE PLATFORM), (9) DC2-48-60-0-9E (3 PER SECTOR), (1) 12 PAIR FIBER TRUNK, (1) 18 PAIR FIBER TRUNK ; INSTALL:  (3) DC9-48-60-24-PC16-EV, (9) 6AWG DC TRUNK, (3) 24 PAIR FIBER TRUNK EXISTING PP ALPHA TE41 - REPLACE WITH VERTIV 512 10R / 0C - REUSE EXISTING BATTERIES, EXISTING (1) DC6-48-60-RM IN DC POWER PLANT - REMOVE EXISTING (1) DC12-48-60-0-25E, ADD (1) DC12-48-60-0-25E TO REPLACE THE INDOOR (1) IN THE OLD DCPP, NO DC UPCONVERTERS WILL BE REQUIRED DUE TO THE DC CABLE LENGTHS, NO GENERATOR, INSTALL #6 TELCOFLEX FROM PP TO R",0.0,825.0,120200.0,39.0,1143238.4312080168,1940563.6284069484,2021,09,22,0,0,1
678546,3212528,100940685,PERMIT - NEW CONSTRUCTION,2021-09-27T00:00:00.000,2021-09-27T00:00:00.000,1650.0,HALSTED ST,,"REMOVE AND REPLACE ANTENNAS ON EXISTING TELECOMMUNICATION FACILITY ; REMOVE (3) SBNHH-1D65A ANTENNAS FROM POS. 3 REMOVE (3) SBNHH-1065A  ANTENNAS FROM POS. 4  ; RELOCATE (3) JAHH-65A-R3B ANTENNAS FROM POS. 1 TO POS. 3 RELOCATE (3) JAHH-65A-R3B ANTENNAS FROM POS. 2 TO POS. 4 REMOVE (6) CM1007-DBPXBC-003 DIPLEXERS FROM POS. 3 REMOVE (6) KRY 112 76/1 TMAS FROM POS. 3 ; REMOVE (3) RRUS 4478 B5 FROM POS. 1 REMOVE (3) RRUS-11 B12 FROM POS. 4 ; RELOCATE (3) RRUS 4478 B14 FROM POS. 1 TO POS. 3 RELOCATE (1) RRUS-32 B30 FROM POS. 1 TO POS. 3 RELOCATE (3) RRUS-32 B2 FROM POS. 3 TO POS. 4 RELOCATE (3) RRUS-32 B66A FROM POS. 4 TO POS. 2 REMOVE (1) DC6, (12) DC2'S AND (3) FC12'S ; INSTALL (3) DC9-48-60-24-PC16-EV ; REMOVE (3) FIBER TRUNKS & (8) #8 AWG DC POWER TRUNKS INSTALL (3) 24 PAIR FIBER TRUNKS AND (9) #6 AWG DC POWER TRUNKS ; GROUND SCOPE OF WORK EXISTING PP: VERTIV 7100 WITH 12R / 3C ; BATTERY RACK WITH TWO STRINGS OF ENERSYS SBS190F AND THREE STRINGS IN THE DC POWER PLANT NO ON-SITE GENERATO",0.0,825.0,832600.0,43.0,1170661.7348516558,1911397.0214585376,2021,09,27,0,0,1
679514,3214272,100941891,PERMIT - NEW CONSTRUCTION,2021-09-30T00:00:00.000,2021-09-30T00:00:00.000,2010.0,CENTRAL PARK AVE,,"REMOVE AND REPLACE ANTENNAS AND EQUIPMENT ON EXISTING TELECOMMUNICATION FACILITY. REPLACE POS. 1 ANTENNAS WITH NNH4-65B-R6H4  (12 PORT), CONNECT AWS AND REPLACE 700 RRU WITH 4478 REMOVE POS. 2 ANTENNAS AND MOVE WCS RRUS TO P4 ; INSTALL C-BAND AIR6449 MS   WITH (2) FIBER AND (1) POWER ON POS. 2 RELOCATE UMTS 850 FROM P4 TO P1 AND REMOVE UMTS TMAS ; DIPLEX 700 MOBILITY   UMTS 850 USING TWIN DIPLEXER CBC78T-DS-43. ; CONNECT 850 4478 JUMPERS TO P3-P4 FOR 4T4R. ; MOVE PCS RRU FROM POS. 4 TO POS. 1, CONNECT WCS TO POS. 4 ADD: (1) DC6-48-60-18 NEMA BOX AT BETA (1) #6 AWG POWER TRUNK TO BETA  ; (1) #6 AWG POWER TRUNK TO GAMMA ; NEW CONDUIT MAY BE REQUIRED FOR THE NEW TRUNKS. GROUND SCOPE OF WORK:  REPLACE ARGUS POWER PLANT WITH 512 PLANT WITH (10) RECT AND (3) CONVERTERS (1) DC12 RM; (1) DC12-48-60-0-25E  ADD (1) DC12-48-60-0-25E  NO DC UPCONVERTERS WILL BE REQUIRED DUE TO THE DC CABLE LENGTHS ; INSTALL (3) 25 AMP BREAKERS FOR 4478 B12A AND (3) 50 AMP BREAKERS FOR 6649 ANTENNAS. NO GENERATOR ;",0.0,825.0,220901.0,26.0,1152012.962922216,1913173.9559474052,2021,09,30,0,0,1
680049,3215156,100942556,PERMIT - RENOVATION/ALTERATION,2021-10-06T00:00:00.000,2021-12-10T00:00:00.000,2550.0,LAKEVIEW AVE,,"2019 CBRC: CONSTRUCT A NEW 2-HOUR FIRE-RATED ENCLOSURE OF CONCRETE MASONRY WITH A BRICK MASONRY AND LIMESTONE VENEER TO HOUSE THE EXHAUST PIPE SERVICING THE EMERGENCY GENERATOR FOR THE RESIDENTIAL HIGH-RISE. THE ENCLOSURE WILL BE CONSTRUCTED WITHIN THE RAISED PLANTER LOCATED TO THE NORTHWEST OF THE FOUNTAIN PLAZA. THE ENCLOSURE STRUCTURE WILL BE SUPPORTED BY THE PLAZA STRUCTURAL SLAB. IN ADDITION TO THE CONSTRUCTION OF THE MASONRY ENCLOSURE, WORK INCLUDES CORING OF THE CONCRETE STRUCTURAL SLAB AND INSTALLATION OF HOT-APPLIED WATERPROOFING.",0.0,1075.0,70102.0,43.0,1173077.5102698717,1917650.814587648,2021,12,10,0,0,1
680699,3216233,100943345,PERMIT - NEW CONSTRUCTION,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,6503.0,RICHMOND ST,,"REMOVE AND REPLACE ANTENNAS AND EQUIPMENT ON EXISTING TELECOMMUNICATION FACILITY ; INSTALL C-BAND AIR6449 AAS WITH 2 FIBER AND 1 POWER AT THE FOLLOWING LOCATIONS: A1 , B2 , G4; REMOVE BATTERY CABINET AND BATTERIES ; REPLACE TE45 POWER PLANT WITH VERTIV 512 WITH 10 RECTIFIERS ; REUSE BATTERIES ; REPLACE SFPS TO AND BOTTOM FORR AWS ; SEE CD¿S FOR COMPLETE SOW ; 3 TOTAL ANTENNAS.",0.0,825.0,20601.0,50.0,1155525.523235126,1943026.918178326,2021,10,08,0,0,1
681032,3216840,100943769,PERMIT - EASY PERMIT PROCESS,2021-10-10T00:00:00.000,2021-10-10T00:00:00.000,3154.0,SOUTHPORT AVE,,ADD IRRIGATION LINE FROM EXISTING SPIGOT FOR PLANTERS. ADD NATURAL GAS LINE FOR GRILL.,0.0,175.0,62700.0,32.0,1166366.0317330838,1921287.8376195077,2021,10,10,0,0,1
681938,3218494,100944902,PERMIT - RENOVATION/ALTERATION,2021-11-10T00:00:00.000,2021-12-08T00:00:00.000,1109.0,PAULINA ST,,"ADD NEW PERGOLA AND PLANTERS TO EXISTING PRIVATE ROOFTOP DECK FOR UNIT 3 AT EXISTING 3-UNIT, 3-STORY BUILDING OF TYPE R-5 OCCUPANCY AND TYPE 3A CONSTRUCTION.  NO CHANGE TO OCCUPANCY OR EGRESS.  2019 CHICAGO REHAB CODE.  STRUCTURAL PEER REVIEW.",0.0,352.0,242100.0,1.0,1164888.9711168176,1907777.1481750696,2021,12,08,0,0,1
682469,3219344,B100945531,PERMIT – EXPRESS PERMIT PROGRAM,2021-10-22T00:00:00.000,2021-10-22T00:00:00.000,1.0,WACKER DR,Electrical Work,"INSTALLATION OF NEW CONVERTERS, RECTIFIERS, DC POWER PLANT. RECONNECTION, INSTALLATION, AND RELOCATION OF EXISTING TOWER EQUIPMENT (ANTENNAS AND RADIOS).",0.0,150.0,320200.0,42.0,1176294.2428550816,1902094.1554483788,2021,10,22,0,0,1
682773,3219902,100945923,PERMIT - EASY PERMIT PROCESS,2021-10-26T00:00:00.000,2021-10-29T00:00:00.000,360.0,SOUTH WATER ST,,WATERPROOFING PLANTERS BED AND REMOVAL/REPLACEMENT OF PLANTER WALL ON PRIVATE PROPERTY,0.0,783.7,320100.0,42.0,1178849.1626312614,1902083.7002385391,2021,10,29,0,0,1
683813,3221783,100947209,PERMIT - RENOVATION/ALTERATION,2021-11-03T00:00:00.000,2021-11-03T00:00:00.000,3300.0,CHELTENHAM DR,,EUGENE SAWYER WATER FILTRATION PLANT ROOF AND FACADE RENOVATION 1940 BUILDING STAGES 5-8,0.0,104729.04,431400.0,7.0,1199275.56960979,1854242.3992597167,2021,11,03,0,0,1
684513,3223058,B100948064,PERMIT – EXPRESS PERMIT PROGRAM,2021-11-10T00:00:00.000,2021-11-10T00:00:00.000,676.0,MICHIGAN AVE,Electrical Work,REPLACE EXISTING DETERIORATE CONDUIT WITH NEW IN PLANTER BOX,0.0,150.0,81500.0,42.0,1177265.6861313444,1905062.2455960445,2021,11,10,0,0,1
684696,3223355,B100948267,PERMIT – EXPRESS PERMIT PROGRAM,2021-11-11T00:00:00.000,2021-11-11T00:00:00.000,7003.0,BELL AVE,Electrical Work,"INSTALL AT &T CELLULAR EQUIPMENT AND ANTENNA ON EXISTING MONOPOLE TOWER; (1) FIBER TRUNK, (1) DC POWER PLANT, (10) RECTIFIERS",0.0,150.0,661000.0,17.0,1162648.6309336245,1858150.758226844,2021,11,11,0,0,1
684805,3223515,100948401,PERMIT - RENOVATION/ALTERATION,2021-12-01T00:00:00.000,2022-06-27T00:00:00.000,1132.0,BLACKHAWK ST,,"SPR 2019 CBRC: INTERIOR ALTERATIONS TO 2ND FLOOR BUSINESS USE FOOD LABORATORY SPACE AND INTERIOR ALTERATIONS FOR 1ST AND 2ND FLOOR F-1 USE PILOT PLANT SPACE. IN EACH AREA, WORK IS PARTIAL FLOOR INCLUDING NEW CONSTRUCTION OF NON-LOAD BEARING PARTITIONS, DOORS, CEILING, LIGHTING, INTERIOR FINISHES, POWER OUTLETS AS PER PLANSNO CHANGE IN USE (B-BUSINESS; F-1 FACTORY INDUSTRIAL, IB CONSTRUCTION).**CERTIFIED CORRECTIONS SUBJECT TO FIELD INSPECTIONS & AUDIT **",0.0,3492.53,842200.0,27.0,1168406.4833072205,1909521.7398009251,2022,06,27,0,0,1
684938,3223752,100948564,PERMIT - RENOVATION/ALTERATION,2023-06-23T00:00:00.000,2023-06-23T00:00:00.000,454.0,CLARK ST,,SC 2019 CBRC:REVISE EXISTING PARKING LOT TO ADD INTERIOR PLANTING ISLANDS AND FENCING PER PLANS.,0.0,377.0,839100.0,34.0,1175561.660299741,1898109.0249136656,2023,06,23,0,0,1
686439,3226528,100950408,PERMIT - SIGNS,2022-01-03T00:00:00.000,2022-01-27T00:00:00.000,1023.0,BELMONT AVE,,INSTALLATION OF AN INTERNALLY ILLUMINATED BLADE SIGN TO READ: NATIVE FOODS 100% PLANT BASED,0.0,375.0,62900.0,44.0,1168813.0026045502,1921378.7113611388,2022,01,27,0,0,1
687001,3227476,B100951105,PERMIT – EXPRESS PERMIT PROGRAM,2021-12-06T00:00:00.000,2022-01-08T00:00:00.000,600.0,KINZIE ST,Monthly Maintenance Permit,PLANNED PMS ON ELECTRICAL EQUIPMENT INSIDE A CHOCOLATE FACTORY PLANT; WIRE FANS ON STEAM HEATERS IN THE SHIPPING DOCK BAY AREA.,0.0,450.0,243600.0,27.0,1172231.085536217,1902955.411466567,2022,01,08,0,0,1
